interaction_type,event,target_text,response_text,label
Quote,Santa Fe Shooting,Miss me with that victim culture bullshit Your sons a murderer ,,6
Quote,Santa Fe Shooting,This is bullshit Millions of students struggle with bullying and mental health issues and never pick up a gun and kill ten people ,,6
Quote,Santa Fe Shooting,Guilty of what MSNBCs HardballChris says NRA is Immune to justice for GOTV and hiring Oliver North tt t ,HardballChris loves his false narrative amp lies through his nose ,6
Quote,Santa Fe Shooting,We havent had any mass knifings There is no such thing as a mass knifing Have a think for a moment what would have to happen for that to be a thing gun reform knife crime nra ,,1
Quote,General Terms,She voted for Trump but now “I’m ashamed” A Missouri woman feels the anguish after her daughterinlaw gets deported leaving behind a husband child and life in America ,Very misleading tweet from AP The Missouri woman expressed shame over being an American not over voting for trump These stupid people did this to themselves ,1
Quote,General Terms,Everything Britney did Taylor does better ,This a prime example of fake news ,1
Quote,General Terms,LEVELS OF WHITE ANGER RANKED 6 “Son of a gun” 5 “Alllllright bucko” 4 “You just hold your horses” 3 “Well now wait just a minute” 2 “Newsflash pal” 1 “Listen here buddy” ,There’s no “YOU FUCKING COCKSUCKER” on your list Incorrect ,1
Quote,Santa Fe Shooting,Texas Lt Governor Dan Patrick now says we need to arm teachers in addition to reducing the number of doors The problem is that CNN shouldn’t be inviting this known maniac on TV It’s an embarrassment and a disgrace ,Keep the Idiots talkingthey are doing a good job of destroying themselves People ARE FED UP with their BS blue wave 2 0 1 8 Take down the GOP Destroy the GOP ,2
Quote,Santa Fe Shooting,Cynthia Tisdale was a substitute teacher at Santa Fe High School Her son says she started teaching “because she loved it” She left her family a note the morning of the shooting “Had to go meet teacher I love you” Remember the victims not the shooter no notoriety ,This is a thread that shouldn’t exist For the millionth time should not exist ,6
Quote,Santa Fe Shooting,These mfs throw out any type of bs just avoid ruffling the feathers of the NRA ,,6
Quote,Iran Deal,Shut up Olie Your corrupt bullshit is so yesterday Funny how the only leader the Russian NRA could find was you ,,6
Quote,Iran Deal,Hemingway on Kerry Iran Meetings All The People Who Said Logan Act Was Real Are Oddly Silent Right Now ,ABC NBCPolitics ABC CNN Prove to US you are not “fake news” and let everyone know Kerry has gone against the Logan act by trying to go against the US and keep the Iran Deal Prove you are not just Democrat propaganda ,2
Quote,Iran Deal,"Fmr CIA Director Brennan Trumps decision on Iran Deal ""not just foolish but dangerous"" ",This coming from the lying disgraced formerthank god so called CIA manager just to hard to give home the dignity of the Director title ,2
Quote,Iran Deal,Do you support realDonaldTrumps decision to withdraw from the iran nuclear deal ? # t h e r e s i s t a n c e maga trump tuesday thoughts iran deal c u r r e n t l y following all new followers back Please vote amp RT 😊 ,Once again Fake poll I want replies to the 50 that voted no clueless ,1
Quote,Iran Deal,Bullshit ,,1
Quote,Iran Deal,"""Slightly"" misleading CNN ",,2
Quote,General Terms,Very significant defeat of govt tonight on European medicines regulation amendment Near miss on customs union amendment Margin is closing on these votes amp we will keep at it ,Do you know what it really doesn’t matter you are all selling us down the river given the lies and cheating vote leave engaged in Be a proper Opposition and oppose Brexit it is killing this country and any faith we had in democracy stop br exits ave britain ,2
Quote,General Terms,RickSantorum just defended Trump and his surrender to Putin’s Russia by spewing Republican LIES about Obama and the return of Iran’s funds Disgusting amp unAmerican Hey ChrisCuomo next time fact check Maybe you didn’t know It’s your job to know Let me help treason summit ,God damnit ChrisCuomo If youre going to have lying complicit democracy destroyers on the air at least be willing to PRESENT FACTS Pathetic Take a seat and give it to someone who has a clue ,3
Quote,General Terms,"Me and my 2yearold son were having fun watching the HR derby until Schwarbers bat flip Then my son looked at me and said ""Why does he hate the game of baseball Why would he ruin the purity of such a perfectly divine nature of such a wonderful game"" Im literally shaking ",I don’t like your fake 2 year old ,1
Quote,Santa Fe Shooting,"""msm has got to stop creating more of these monsters by oversaturation Im not saying dont responsibly report on things as they happen I understand it But constantly showing the image of the murderer constantly saying their name is completely unnecessary"" —DLoesch nra ","amazon JeffBezos It’s this BS that has me boycotting you By continuing to carry nra tv , you are perpetuating their progunantikid propaganda You should be ashamed of yourselves Moneygtkids’ lives No ",1
Quote,Santa Fe Shooting,"TX Lt Gov Dan Patrick thinks school shootings happen cause of ""too many exits"" Only thing more terrible than country w very lax to nonexistent gun control would be country w very lax gun control where students regularly end up trapped by gunmen in schools with 12 exits ",bullshit my school has a lot of exits which are automatically locked from the outside other than that the doors remain unlocked from the inside all day the only way in is through the office and yes i live in texas ,1
Quote,Santa Fe Shooting,I’m sorry let me get this straight apparently whooping your child will magically teach them right and wrong And not to be violent Never mind mental illness or ill intent REGARDLESS of the situation The last school shooter wasn’t bullied But go off I guess ,,2
Quote,Santa Fe Shooting,How you whoop a child and teach them violence is wrong Wtf lmfao ,,2
Quote,Santa Fe Shooting,"I hate when people say ""You dont need it to defend yourself"" because they dont know what people need There is no single weapon platform that works for everyone Something that works for one person could be completely inadequate for another ",,2
Quote,Student Marches,No matter where they go Justin Trudeau and the Liberal team are focused on you creating jobs strengthening the middle class and growing Canadas economy ,preventing democratic reforms lying repeatedly to get elected liberal party justin trudeau liberalparty proportional representation democracy PnPCBC CBCNews FairVoteCanada Salon HuffPostCanada ,1
Quote,Student Marches,This will make your day Guaranteed ,Raw Story spreading fake news Im afraid so tbogg wrote this piece stating that a Monmouth poll rates FoxNews as the least trusted network Well thats NOT what the poll cited says In fact It doesnt compare trust in networks with each other but with Trump THREAD 12 ,2
Quote,Iran Deal,Yesterday mornings mission to degrade Syrias chemical weapons program was limited well executed accurately targeted amp proportionate Was on FoxNews earlier today to discuss ,Attack was irrelevant nothing more than fake show of toughness changing nothing Assad still winning still has Chem weapons can make more Russia and Iran big winners US has no real influence Syrian people still dying trump posturing dtf ,1
Quote,Iran Deal,MorningJoe jaketapper we dont need your lies ,,6
Quote,Iran Deal,Trump says Iran will negotiate or something will happen via politicususa ,"Hmph once again that lying POS that is fake president realDonaldTrump is trying to whine his ass off and make us ""believe him"" with his shitty iran deal stunt Were not gonna believe his lies thanks to his ego and trump treason . s o , in short TOUGH FUCKING LUCK BUSTER ",6
Quote,Iran Deal,THERE IS A trump TWEET FOR EVERYTHING pot kettle orange iran iran deal withdrawal iran deal impeach trump wednesday wisdom ,ORANGE SHITGIBBON is a hypocritical LIAR ,3
Quote,Iran Deal,Even Trump’s staff agree that Iran has held up their end of the deal This is a reckless decision that is based on a juvenile attempt to gut everything Obama has touched Trumps fevered ego continues to endanger this country and the world ,Iran has done nothing wrong hes an idiot all of these countries are going to get what they need from each other they are not going to need us ,3
